"probeset","qvalue_16h","most_associated_marker_16h","qvalue_32h","most_associated_marker_32h","bb4_expression_pattern","description"
"baak36d21_at",0.112058114,"5H.23",0.234093777,"2H.01","n/a","<none>"
"baak38i16_s_at",0.188028549,"2H.68",4.05e-06,"1H.06","n/a","<none>"
"baak3a05_s_at",1.99e-06,"7H.24",7.35e-07,"7H.24","n/a","<none>"
"baak3d17_at",0.030408251,"1H.03",1.85e-06,"1H.06","n/a","<none>"
"baak3f15_at",0.000633355,"1H.14",0.005588408,"1H.14","n/a","<none>"
"baak44j17_at",0.157477299,"1H.48",3.99e-05,"1H.05","n/a","<none>"
"baak45d05_s_at",0.029272148,"5H.09",0.00982358,"3H.57","n/a","<none>"
"baak45d05_x_at",0.032018244,"5H.09",0.103962039,"1H.39","n/a","<none>"
"baak46e09_s_at",0.12399751,"2H.50",0.038687138,"2H.50","iPacMan","<none>"
"baak46p14_s_at",0.000588203,"2H.66",7.35e-07,"1H.05","iPacMan","11/08/02 AAL13304.1   1e-04 leucine zipper-containing protein [Euphorbia esula]"
"baak4a13_at",0.011574321,"2H.67",0.000343207,"4H.20","n/a","<none>"
"baak4c06_at",0.260217672,"3H.44",5.14e-05,"1H.06","n/a","<none>"
"baak4i08_at",0.338733217,"1H.03",0.091340718,"1H.06","n/a"," 01/29/03 NP_568394.1  3e-06 monogalactosyldiacylglycerol synthase; protein id: At5g20410.1"
"baak4o13_s_at",0.000110273,"2H.63",0.000696214,"1H.07","n/a","<none>"
"baal1j07_at",0.229855479,"2H.05",0.272727831,"7H.62","n/a","10/02/02 P41115       2e-83 40S RIBOSOMAL PROTEIN S11 pir||JC2499 ribosomal protein S11 - African clawed frog"
"baal20h20_at",0.026805326,"3H.45",0.008528954,"1H.06","n/a","<none>"
"baal21h16_at",1.99e-06,"5H.23",7.35e-07,"5H.23","n/a","11/08/02 BAB16888.1   1e-32 OsCDPK7 [Oryza sativa (japonica cultivar-group)]"
"baal21h16_s_at",0.026016009,"2H.66",0.006095834,"2H.44","n/a","11/08/02 BAB16888.1   1e-32 OsCDPK7 [Oryza sativa (japonica cultivar-group)]"
"baal31g17_at",0.26244431,"3H.44",0.160571818,"2H.53","n/a","<none>"
"baal31g17_s_at",0.104292077,"5H.20",0.03954102,"1H.09","n/a","<none>"
"baal34n21_x_at",0.172379468,"6H.35",0.221627079,"5H.29","n/a","<none>"
"baal35a07_x_at",0.047304105,"7H.59",0.015712266,"2H.23","n/a","<none>"
"bags12a06_at",0.109510138,"4H.16",0.025163637,"6H.15","n/a","10/02/02 HSWT41       2e-23 histone H4 (TH091) - wheat gb|AAA34292.1| histone H4"
"bags16h04_at",0.300459437,"1H.03",0.01885088,"4H.19","n/a","10/02/02 AAD39600.1   9e-69 Similar to gb|U43629 integral membrane protein from Beta vulgaris and is a member of the sugar transporter family"
"bags19i05_at",0.203853727,"6H.46",0.236837559,"1H.41","n/a","10/02/02 AAK73121.2   4e-54 (AF391808) RIRE gag/pol protein [Zea mays]"
"bags23d05_s_at",0.000537057,"2H.66",1.3e-06,"1H.05","n/a","10/02/02 BAB92346.1   1e-18 putative casein kinase I [Oryza sativa (japonica cultivar-group)]"
"bags30h06_at",1.99e-06,"7H.59",7.35e-07,"7H.59","n/a"," 10/13/02 NP_180005.2  2e-41 putative prolylcarboxypeptidase; protein id: At2g24280.1"
"bags32b18_at",6.67e-05,"2H.66",0.060631832,"6H.29","n/a"," 10/13/02 NP_189475.1  3e-86 (NM_113754) P-glycoprotein"
"bags33d23_at",0.04082125,"5H.23",0.190151702,"7H.12","n/a","<none>"
"bags33n10_at",0.277090561,"5H.05",0.252063664,"4H.01","n/a","<none>"
"bags4j01_at",0.268671025,"3H.14",0.223742292,"5H.28","n/a"," 10/02/02 NP_566478.1  8e-20 (NM_112267) expressed protein; protein id: At3g14110.1"
"bags4n02_at",0.251878966,"2H.55",0.193277937,"1H.04","n/a","10/02/02 HSWT41       3e-39 histone H4 (TH091) - wheat gb|AAA34292.1| histone H4"
"bags7h06_at",0.000534556,"2H.66",0.001237981,"1H.03","n/a"," 10/02/02 NP_201267.1  9e-06 invertase inhibitor homolog (emb|CAA73335.1); protein id: At5g64620.1"
"bah21p16_at",0.006110617,"2H.65",0.067742589,"7H.29","n/a","01/27/03 T01703       1e-056 cytochrome-c oxidase (EC 1.9.3.1) chain II - maize mitochondrion emb|CAA24093.1| cytochrome oxidase subunit II [Zea mays]"
"bah24p14_at",0.05741842,"2H.67",8.2e-05,"1H.04","n/a","<none>"
"bah28h09_at",0.230715456,"5H.10",0.238803028,"7H.16","n/a"," 10/13/02 CAB59893.1   5e-25 GPX12Hv"
"bah36j17_s_at",0.310599132,"3H.42",7.35e-07,"1H.05","n/a","<none>"
"basd0c03_s_at",3.63e-06,"2H.66",7.35e-07,"1H.05","PacMan","10/13/02 CAA44974.1   5e-10 (X63374) 3-phosphoshikimate 1-carboxyvinyltransferase; EPSP-synthase [Zea mays]"
"basd11o19_x_at",2.7e-06,"5H.42",7.35e-07,"5H.42","n/a"," 11/07/02 NP_189984.1  2e-27 ribosomal S29 -like protein; protein id: At3g43980.1"
"basd18o16_at",0.095506261,"4H.19",0.051462722,"1H.08","n/a","11/07/02 AAL77110.1   1e-52 unknown [Hordeum vulgare]"
"basd21o15_at",0.270689074,"4H.10",0.163560744,"1H.48","n/a"," 10/13/02 BAB56021.1   9e-14 (AP003076) contains ESTs C73715(E20247)"
"basd23g06_s_at",0.009406591,"3H.50",0.000550069,"1H.08","n/a","<none>"
"basd24a19_at",0.194207517,"3H.47",0.088943761,"4H.13","n/a","<none>"
"ChlorContig11_s_at",0.238557373,"3H.01",0.210658041,"4H.23","n/a","01/27/03 NP_084748.1  3e-013 hypothetical protein [Oenothera elata subsp. hookeri] ref|NP_084760.1| hypothetical protein [Oenothera elata subsp. hookeri]"
"ChlorContig11_x_at",0.249994396,"2H.63",0.204557129,"7H.13","n/a","01/27/03 NP_084748.1  3e-013 hypothetical protein [Oenothera elata subsp. hookeri] ref|NP_084760.1| hypothetical protein [Oenothera elata subsp. hookeri]"
"ChlorContig14_at",0.251451096,"3H.34",0.049070733,"1H.06","n/a","01/27/03 1603356H     4e-094 photosystem II 43kD protein"
"ChlorContig17_s_at",0.210133112,"2H.67",0.076390254,"7H.15","n/a","01/27/03 P41096       e-129 CHLOROPLAST 50S RIBOSOMAL PROTEIN L2"
"ChlorContig2_x_at",0.338733217,"4H.03",0.135220108,"5H.08","n/a","01/27/03 NP_084748.1  1e-010 hypothetical protein [Oenothera elata subsp. hookeri] ref|NP_084760.1| hypothetical protein [Oenothera elata subsp. hookeri]"
"ChlorContig3_at",0.140854081,"1H.15",0.103657896,"7H.27","n/a"," 01/27/03 O98691       e-150 NADH-plastoquinone oxidoreductase 49 kDa subunit"
"ChlorContig4_at",0.145519194,"4H.19",0.196610507,"1H.35","n/a","01/27/03 S60184       9e-078 photosystem I protein A2 - garden snapdragon chloroplast"
"ChlorContig6_at",0.230557776,"1H.03",0.165715009,"7H.33","n/a","01/27/03 1603356CM    7e-030 trnA intron ORF 109"
"ChlorContig9_at",0.182257459,"2H.63",0.174736574,"4H.21","n/a","01/27/03 AAM08574.1   2e-012 Hypothetical protein [Oryza sativa (japonica cultivar-group)] gb|AAM10760.1|AC112514_13 Hypothetical protein [Oryza sativa]"
"Contig1000_at",0.000306278,"2H.68",0.017214918,"1H.05","n/a","10/04/02 AAD17232.1   1e-24 S-adenosylmethionine decarboxylase precursor [Triticum aestivum]"
"Contig10000_at",0.103450661,"3H.50",0.086255416,"1H.03","n/a","10/02/02 BAA96759.1   4e-44 (AP002521) EST D25138(R3286) corresponds to a region of the predicted gene.~Similar to Pinus taeda"
"Contig10000_s_at",0.053003777,"5H.56",0.066611811,"3H.29","n/a","10/02/02 BAA96759.1   4e-44 (AP002521) EST D25138(R3286) corresponds to a region of the predicted gene.~Similar to Pinus taeda"
"Contig10001_at",0.020221758,"2H.60",0.015094289,"1H.07","n/a","01/29/03 AAK54296.1   e-109 putative RNase [Oryza sativa (japonica cultivar-group)]"
"Contig10004_at",1.99e-06,"2H.66",0.176597034,"6H.27","n/a","11/08/02 AAK63884.1   7e-28 Putative thaumatin-like protein [Oryza sativa]"
"Contig10006_at",0.000446085,"1H.45",0.000312805,"1H.46","n/a","10/13/02 AAF24564.1   3e-77 (AC007764) F22C12.12 [Arabidopsis thaliana]"
"Contig10007_at",0.159608314,"5H.38",0.089996705,"5H.46","n/a","10/27/02 AAC39445.1   1e-88 (U77366) pasticcino 1-D [Arabidopsis thaliana]"
"Contig10008_at",0.195863383,"3H.44",0.224927905,"7H.63","n/a"," 10/29/02 NP_198863.1  2e-30 (NM_123411) putative protein; protein id: At5g40470.1"
"Contig10009_at",0.009453289,"2H.66",6.66e-06,"1H.05","n/a","11/08/02 NP_191135.1  4e-98 (NM_115434) putative protein; protein id: At3g55760.1 [Arabidopsis thaliana]"
"Contig10010_at",1.99e-06,"2H.67",1.3e-06,"1H.05","n/a","11/04/02 NP_196049.1  8e-07 (NM_120511) glycine-rich protein; protein id: At5g04290.1 [Arabidopsis thaliana]"
"Contig10011_at",0.074424734,"6H.44",0.174461059,"5H.45","n/a","10/13/02 O82040       5e-37 Polcalcin Phl p 7 (Calcium-binding pollen allergen Phl p 7) (P7) emb|CAA76887.1| (Y17835) p7 protein [Phleum pratense]"
"Contig10012_at",2.7e-06,"2H.68",0.037260705,"4H.13","n/a","11/06/02 NP_197851.1  8e-24 (NM_122371) unknown protein; protein id: At5g24630.1 [Arabidopsis thaliana]"
"Contig10013_at",0.099742145,"2H.67",0.071222983,"5H.23","n/a","10/13/02 AAM47583.1   e-114 putative protein kinase [Sorghum bicolor]"
"Contig10013_s_at",0.047903649,"2H.67",0.074447792,"4H.34","n/a","10/13/02 AAM47583.1   e-114 putative protein kinase [Sorghum bicolor]"
"Contig10014_at",0.09388146,"4H.17",0.011170269,"5H.05","n/a","<none>"
"Contig10015_at",3.63e-06,"2H.68",0.022901881,"4H.24","n/a","10/02/02 NP_187567.1  e-101 (NM_111790) unknown protein; protein id: At3g09560.1 [Arabidopsis thaliana]"
"Contig10017_at",0.060941815,"2H.67",0.00040361,"1H.04","n/a","11/06/02 BAB89540.1   e-120 putative GTP-binding protein [Oryza sativa (japonica cultivar-group)]"
"Contig10018_at",3.63e-06,"3H.42",0.154514207,"4H.13","n/a","10/29/02 BAB89601.1   2e-79 P0446G04.25 [Oryza sativa (japonica cultivar-group)] dbj|BAB92910.1| P0460C04.2 [Oryza sativa (japonica cultivar-group)]"
"Contig10020_at",9.14e-05,"3H.19",7.35e-07,"1H.05","n/a","11/08/02 NP_174274.1  6e-41 hypothetical protein; protein id: At1g29810.1 [Arabidopsis thaliana]"
"Contig10022_at",0.114785026,"4H.15",0.040075479,"4H.20","n/a","11/06/02 BAC21356.1   2e-05 (AP003816) putative glycine-rich cell wall protein precursor [Oryza sativa (japonica cultivar-group)]"
"Contig10025_s_at",0.04283279,"6H.46",6.39e-05,"1H.08","n/a"," 10/13/02 NP_568200.1  2e-72 (NM_120940) putative protein; protein id: At5g08540.1"
"Contig10027_at",3.63e-06,"2H.63",0.000259659,"1H.05","PacMan","01/29/03 CAD41325.1   1e-98 oj991113_30.7 [Oryza sativa (japonica cultivar-group)]"
"Contig10029_at",0.066254362,"3H.46",0.223300612,"1H.26","n/a"," 10/29/02 NP_175807.1  6e-26 heat-shock protein"
"Contig1003_at",1.99e-06,"5H.51",7.35e-07,"5H.51","n/a","10/13/02 BAB91927.1   e-122 putativeelongation factor 2 [Oryza sativa (japonica cultivar-group)]"
"Contig10030_at",0.144506103,"2H.53",0.001306109,"1H.05","n/a","11/06/02 BAB39241.1   6e-66 (AP002869) putative lipase homolog [Oryza sativa (japonica cultivar-group)]"
"Contig10031_at",5.2e-05,"2H.67",0.002376509,"1H.47","n/a","10/02/02 AAG54079.1   1e-68 (AY017415) nuclear cap-binding protein CBP80 [Oryza sativa subsp. japonica] [Oryza sativa (japonica cultivar-group)]"
"Contig10032_at",0.037761239,"2H.66",6.66e-06,"1H.05","n/a","10/25/02 NP_179027.1  1e-040 (NM_126983) hypothetical protein; protein id: At2g14110.1 [Arabidopsis thaliana]"
"Contig10034_at",0.063835534,"1H.03",0.049235376,"7H.33","n/a"," 10/02/02 NP_564409.1  8e-71 (NM_103012) alcohol dehydrogenase"
"Contig10035_at",0.026006163,"2H.63",0.035663813,"2H.66","n/a","11/07/02 NP_200011.1  9e-37 putative protein; protein id: At5g51980.1 [Arabidopsis thaliana] dbj|BAB11046.1| contains similarity to myosin heavy chain kinase~gene_id:MS"
"Contig10036_at",0.000868951,"1H.02",0.101083768,"3H.09","n/a","11/06/02 BAC10132.1   5e-63 hypothetical protein~predicted by GENSCAN etc. [Oryza sativa (japonica cultivar-group)]"
"Contig10037_at",0.221541087,"7H.48",0.147502874,"7H.16","n/a","11/06/02 BAB61155.1   4e-42 B1045D11.23 [Oryza sativa (japonica cultivar-group)] dbj|BAB61158.1| B1111C09.3 [Oryza sativa (japonica cultivar-group)]"
"Contig10038_at",0.059566942,"5H.14",1.48e-05,"1H.05","n/a","11/08/02 BAC16039.1   7e-90 protein phosphatase 2C-like [Oryza sativa (japonica cultivar-group)]"
"Contig10039_at",2.11e-05,"2H.66",0.095900822,"6H.44","n/a","10/27/02 BAB92217.1   e-101 putative protein kinase [Oryza sativa (japonica cultivar-group)]"
"Contig1004_x_at",0.036153934,"2H.63",0.00023076,"1H.06","n/a"," 11/06/02 BAA35162.1   7e-80 ribulose-1"
"Contig10040_at",0.297262925,"1H.04",0.003519282,"1H.47","n/a"," 10/27/02 NP_182264.1  2e-80 (NM_130310) putative dimethyladenosine transferase; protein id: At2g47420.1"
"Contig10041_at",0.031334663,"1H.04",0.005151621,"1H.47","n/a","10/02/02 BAB89734.1   1e-92 (AP003271) putative uncharacterized hypothalamus protein HT010 [Oryza sativa (japonica cultivar-group)]"
"Contig10043_at",0.046494694,"2H.65",0.045930785,"1H.46","iPacMan","10/02/02 BAA95630.1   e-108 (AB042521) aspartate kinase [Oryza sativa]"
"Contig10044_at",0.219116178,"5H.56",0.015743823,"1H.11","n/a","11/07/02 NP_195615.1  3e-29 (NM_120064) putative protein; protein id: At4g39040.1 [Arabidopsis thaliana]"
"Contig10045_at",0.004221673,"2H.66",2.97e-06,"1H.05","iPacMan","10/13/02 BAB09253.1   8e-97 DNA helicase-like [Arabidopsis thaliana]"
"Contig10046_at",0.142503678,"5H.27",0.154226512,"7H.35","n/a","10/02/02 AAD29835.2   8e-05 putative SNF2 subfamily transcription regulator [Arabidopsis thaliana]"
"Contig10047_at",1.99e-06,"5H.17",7.35e-07,"5H.17","n/a","11/06/02 NP_218284.1  2e-07 (NC_000962) hypothetical protein Rv3767c [Mycobacterium tuberculosis H37Rv]"
"Contig10050_s_at",0.051452329,"1H.02",0.017155535,"5H.40","n/a"," 10/28/02 NP_191425.1  1e-033 (NM_115728) putative protein; protein id: At3g58660.1"
"Contig10051_at",0.1749998,"3H.19",0.000469863,"1H.48","n/a","<none>"
"Contig10052_at",2.7e-06,"2H.63",7.35e-07,"1H.05","n/a","10/13/02 BAB33412.1   6e-12 putative senescence-associated protein [Pisum sativum]"
"Contig10053_at",0.03049751,"3H.09",2.97e-06,"1H.05","n/a","11/06/02 BAB64275.1   2e-95 (AP004127) putative aldose reductase [Oryza sativa (japonica cultivar-group)]"
"Contig10054_at",0.15185931,"2H.11",0.000244639,"1H.08","n/a","10/02/02 BAB64275.1   3e-36 (AP004127) putative aldose reductase [Oryza sativa (japonica cultivar-group)]"
"Contig10054_s_at",3.05e-05,"3H.10",7.35e-07,"1H.05","n/a","10/02/02 BAB64275.1   3e-36 (AP004127) putative aldose reductase [Oryza sativa (japonica cultivar-group)]"
"Contig10055_at",6.75e-05,"2H.63",0.037746433,"3H.12","n/a","10/27/02 NP_173086.1  1e-81 (NM_101502) membrane protein common family; protein id: At1g16360.1 [Arabidopsis thaliana]"
"Contig10057_at",0.101745474,"2H.65",7.35e-07,"1H.05","n/a","10/27/02 Q43360       3e-83 PIR7B PROTEIN pir||S47087 pir7b protein - rice"
"Contig10057_s_at",0.012835144,"3H.51",7.35e-07,"1H.05","n/a","10/27/02 Q43360       3e-83 PIR7B PROTEIN pir||S47087 pir7b protein - rice"
"Contig10058_at",0.16253869,"3H.50",0.165698398,"4H.33","n/a","11/06/02 NP_199404.1  1e-36 (NM_123960) putative protein; protein id: At5g45920.1 [Arabidopsis thaliana]"
"Contig10061_s_at",0.229458067,"1H.03",0.064238078,"7H.63","n/a","10/13/02 AAL14629.1   1e-54 growth-on protein GRO10 [Euphorbia esula]"
"Contig10062_at",0.000608765,"2H.66",7.35e-07,"1H.05","iPacMan","10/02/02 AAG13625.1   3e-67 putative cytochrome b-561 [Oryza sativa (japonica cultivar-group)] gb|AAN05553.1| putative cytochrome [Oryza sativa (japonica cultivar-group"
"Contig10063_at",0.000684138,"2H.66",7.35e-07,"1H.06","n/a","10/29/02 NP_190175.1  1e-80 (NM_114458) putative protein; protein id: At3g45890.1 [Arabidopsis thaliana]"
"Contig10064_at",0.15690136,"5H.20",0.000763641,"1H.03","n/a","11/06/02 BAB19072.1   2e-38 beta-adaptin-like protein A [Oryza sativa (japonica cultivar-group)]"
"Contig10065_at",0.054827788,"5H.44",0.210578387,"7H.42","n/a","11/06/02 NP_199062.1  3e-36 (NM_123612) brain and reproductive organ-expressed protein-like; protein id: At5g42470.1 [Arabidopsis thaliana]"
"Contig10066_at",1.99e-06,"5H.21",8.5e-06,"5H.21","n/a","10/13/02 O65781       4e-90 UDP-glucose 4-epimerase GEPI48 (Galactowaldenase) (UDP-galactose 4-epimerase)"
"Contig10067_s_at",0.001372315,"2H.66",1.85e-06,"1H.05","n/a","10/13/02 NP_197639.1  5e-14 (NM_122152) putative protein; protein id: At5g22470.1 [Arabidopsis thaliana]"
"Contig10068_at",0.020707758,"2H.45",0.26167375,"1H.04","n/a","10/29/02 NP_197639.1  3e-67 (NM_122152) putative protein; protein id: At5g22470.1 [Arabidopsis thaliana]"
"Contig10070_at",1.22e-05,"3H.05",1.3e-06,"3H.01","n/a"," 10/13/02 BAB61227.1   5e-81 (AP003257) hypothetical protein~similar to Arabidopsis thaliana chromosome 2"
"Contig10071_at",0.07808917,"5H.40",7.35e-07,"1H.05","n/a"," 10/13/02 NP_190766.1  8e-14 hypothetical protein; protein id: At3g51980.1"
"Contig10071_s_at",0.062354644,"7H.15",7.35e-07,"1H.05","n/a"," 10/13/02 NP_190766.1  8e-14 hypothetical protein; protein id: At3g51980.1"
"Contig10072_at",0.047422932,"1H.02",0.160826057,"2H.12","n/a"," 11/04/02 NP_190766.1  2e-30 hypothetical protein; protein id: At3g51980.1"
"Contig10074_at",0.191477154,"5H.32",0.037055328,"5H.23","PacMan","10/27/02 T03968       4e-38 probable transcription factor - rice emb|CAA71844.1| RAPB protein [Oryza sativa (indica cultivar-group)]"
"Contig10075_at",0.000139161,"2H.66",0.000733643,"1H.07","iPacMan","01/29/03 AAM74281.1   3e-83 Putative oxidoreductase [Oryza sativa (japonica cultivar-group)]"
"Contig10076_at",0.12630744,"1H.10",0.171627531,"2H.61","n/a","10/02/02 CAB90209.1   1e-86 (AJ277162) putative Cdc2-related protein kinase CRK2 [Beta vulgaris]"
"Contig10078_at",3.63e-06,"2H.67",7.35e-07,"1H.05","iPacMan"," 11/06/02 AAM01137.1   e-103 (AC108884) Putative Transcription initiation factor IIE"
"Contig10079_at",3.63e-06,"2H.67",0.087782351,"4H.19","n/a","10/13/02 NP_190926.1  6e-97 diaminopimelate epimerase - like protein; protein id: At3g53580.1 [Arabidopsis thaliana]"
"Contig1008_x_at",0.014294021,"2H.63",0.012562164,"7H.26","n/a"," 11/07/02 NP_172533.1  9e-10 (NM_100939) ADP-ribosylation factor"
"Contig10080_at",0.001544711,"2H.66",0.000396802,"1H.03","n/a","11/08/02 BAB39766.1   e-109 (AB050885) OsTATC [Oryza sativa (japonica cultivar-group)] dbj|BAB64068.1| (AP003203) OsTATC [Oryza sativa (japonica cultivar-group)]"
"Contig10081_at",0.00359091,"2H.66",3.79e-05,"1H.05","n/a","11/08/02 NP_196881.1  1e-74 putative protein; protein id: At5g13770.1 [Arabidopsis thaliana] dbj|BAB10598.1| emb|CAB69839.1~gene_id:MXE10.4~similar to unknown protein"
"Contig10082_at",0.056168974,"2H.64",0.174461059,"3H.14","n/a"," 10/13/02 NP_190811.1  4e-16 (NM_115103) putative protein; protein id: At3g52430.1"
"Contig10084_at",0.179880661,"2H.41",0.154289843,"3H.35","n/a","11/08/02 BAB56016.1   e-102 (AP003076) putative (1-4)-beta-mannan endohydrolase [Oryza sativa (japonica cultivar-group)]"
"Contig10085_at",0.001315543,"2H.64",0.207883064,"7H.53","n/a","10/02/02 AAK50128.1   7e-95 (AC087797) unknown protein [Oryza sativa]"
"Contig10086_at",3.81e-05,"2H.66",0.0023076,"1H.05","n/a","11/08/02 BAB86427.1   1e-69 (AP003221) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"Contig10087_at",0.004240651,"2H.66",0.053064204,"3H.05","n/a","10/27/02 BAC20797.1   2e-72 contains EST AU173803(R3795)~integral membrane protein-like [Oryza sativa (japonica cultivar-group)]"
"Contig10090_at",0.000601867,"6H.46",7.22e-05,"6H.41","n/a","11/08/02 BAC20797.1   6e-47 contains EST AU173803(R3795)~integral membrane protein-like [Oryza sativa (japonica cultivar-group)]"
"Contig10090_s_at",0.000130187,"2H.66",0.002909451,"4H.10","n/a","11/08/02 BAC20797.1   6e-47 contains EST AU173803(R3795)~integral membrane protein-like [Oryza sativa (japonica cultivar-group)]"
"Contig10091_at",0.017379541,"1H.02",7.35e-07,"7H.38","n/a"," 11/08/02 NP_194498.1  2e-72 putative protein; protein id: At4g27680.1"
"Contig10092_at",0.331136646,"1H.03",0.000828842,"7H.42","n/a"," 11/08/02 NP_200166.1  5e-29 26S proteasome regulatory particle chain RPT6-like protein; protein id: At5g53540.1"
"Contig10092_s_at",0.024700523,"1H.04",0.000812103,"7H.38","n/a"," 11/08/02 NP_200166.1  5e-29 26S proteasome regulatory particle chain RPT6-like protein; protein id: At5g53540.1"
"Contig10093_at",0.148832533,"5H.09",4.05e-06,"1H.08","n/a","11/07/02 AAK16543.1   2e-64 (AF332374) 9S ribosomal protein [Zea mays] gb|AAK16544.1|AF332375_1 (AF332375) 9S ribosomal protein [Zea mays]"
"Contig10093_s_at",0.142533123,"5H.56",4.05e-06,"1H.06","n/a","11/07/02 AAK16543.1   2e-64 (AF332374) 9S ribosomal protein [Zea mays] gb|AAK16544.1|AF332375_1 (AF332375) 9S ribosomal protein [Zea mays]"
"Contig10094_at",0.178237839,"6H.12",0.118933103,"7H.06","n/a","10/29/02 AAK16543.1   3e-64 (AF332374) 9S ribosomal protein [Zea mays] gb|AAK16544.1|AF332375_1 (AF332375) 9S ribosomal protein [Zea mays]"
"Contig10095_at",0.005759885,"2H.66",0.037915078,"1H.05","n/a"," 11/07/02 NP_179688.1  1e-48 unknown protein; protein id: At2g20920.1"
"Contig10096_at",0.136460701,"1H.26",0.060490875,"5H.02","n/a","<none>"
"Contig10097_at",0.164986893,"5H.15",0.122318522,"5H.06","n/a","<none>"
"Contig10098_s_at",0.285776337,"4H.01",0.050359478,"1H.09","n/a","<none>"
"Contig10099_at",0.000579518,"2H.67",0.013747669,"4H.17","n/a","10/13/02 NP_172112.1  e-122 (NM_100503) elongation factor Tu family protein; protein id: At1g06220.1 [Arabidopsis thaliana]"
"Contig101_at",0.000150728,"2H.66",7.35e-07,"1H.05","PacMan","10/26/02 AAL26574.1   e-113 putative fructokinase I [Oryza sativa] dbj|BAB90210.1| putative fructokinase I [Oryza sativa (japonica cultivar-group)]"
"Contig1010_at",0.018195342,"1H.04",0.088110029,"3H.18","n/a","11/06/02 CAB71340.2   3e-34 putative proteinase inhibitor [Hordeum vulgare subsp. vulgare]"
"Contig10100_at",0.183239287,"3H.54",0.000323484,"1H.03","n/a","10/29/02 NP_193897.1  4e-97 (NM_118286) spliceosome associated protein - like; protein id: At4g21660.1 [Arabidopsis thaliana]"
"Contig10101_at",0.114023623,"1H.22",0.119405318,"1H.11","n/a","10/13/02 AAM54151.1   e-103 unknown protein [Oryza sativa (japonica cultivar-group)] gb|AAN04968.1| unknown protein [Oryza sativa (japonica cultivar-group)]"
"Contig10102_at",0.058986509,"5H.14",0.012999684,"4H.27","n/a","10/27/02 AAM63847.1   9e-51 (AY086798) putative DNA-binding protein [Arabidopsis thaliana]"
"Contig10104_at",0.127169049,"2H.68",0.177815279,"5H.08","n/a"," 10/29/02 NP_198627.1  5e-75 (NM_123171) anti-silencing factor 1-like protein; protein id: At5g38110.1"
"Contig10105_at",0.060918367,"5H.20",0.003451629,"2H.23","n/a","10/27/02 NP_173150.1  4e-62 (NM_101567) tuftelin-interacting-like protein; protein id: At1g17070.1 [Arabidopsis thaliana]"
"Contig10107_at",1.99e-06,"5H.10",7.35e-07,"5H.10","n/a","11/06/02 NP_173150.1  5e-68 (NM_101567) tuftelin-interacting-like protein; protein id: At1g17070.1 [Arabidopsis thaliana]"
